220 0.125547(0.125547)
221 0.127309(0.127309)
222 0.130622(0.130622)
223 0.135673(0.135673)
224 0.142553(0.142553)
225 0.151185(0.151185)
226 0.161201(0.161201)
227 0.171803(0.171803)
228 0.181672(0.181672)
229 0.18911(0.18911)
230 0.19253(0.19253)
231 0.19114(0.19114)
232 0.185376(0.185376)
233 0.176704(0.176704)
234 0.166967(0.166967)
235 0.157789(0.157789)
236 0.150306(0.150306)
237 0.145211(0.145211)
238 0.142913(0.142913)
239 0.143695(0.143695)
240 0.147826(0.147826)
241 0.1556(0.1556)
242 0.167283(0.167283)
243 0.182909(0.182909)
244 0.201848(0.201848)
245 0.222129(0.222129)
246 0.239907(0.239907)
247 0.25005(0.25005)
248 0.248648(0.248648)
249 0.235815(0.235815)
250 0.215656(0.215656)
251 0.193389(0.193389)
252 0.172828(0.172828)
253 0.155827(0.155827)
254 0.142875(0.142875)
255 0.1338(0.1338)
256 0.128212(0.128212)
257 0.125703(0.125703)
258 0.1259(0.1259)
259 0.128429(0.128429)
260 0.132833(0.132833)
261 0.138463(0.138463)
262 0.144397(0.144397)
263 0.149471(0.149471)
264 0.152518(0.152518)
265 0.152762(0.152762)
266 0.150157(0.150157)
267 0.145401(0.145401)
268 0.139612(0.139612)
269 0.133924(0.133924)
270 0.129233(0.129233)
271 0.12614(0.12614)
272 0.125011(0.125011)
273 0.126062(0.126062)
274 0.129412(0.129412)
275 0.135084(0.135084)
276 0.142942(0.142942)
277 0.152555(0.152555)
278 0.163026(0.163026)
279 0.172887(0.172887)
280 0.180262(0.180262)
281 0.183449(0.183449)
282 0.1817(0.1817)
283 0.175626(0.175626)
284 0.166845(0.166845)
285 0.157228(0.157228)
286 0.148287(0.148287)
287 0.140989(0.140989)
288 0.135832(0.135832)
289 0.133018(0.133018)
290 0.132588(0.132588)
291 0.134488(0.134488)
292 0.138578(0.138578)
293 0.144567(0.144567)
294 0.151918(0.151918)
295 0.15973(0.15973)
296 0.166725(0.166725)
297 0.171439(0.171439)
298 0.172678(0.172678)
299 0.170035(0.170035)
300 0.164086(0.164086)
301 0.156111(0.156111)
302 0.147554(0.147554)
303 0.139609(0.139609)
304 0.133063(0.133063)
305 0.128351(0.128351)
306 0.125661(0.125661)
307 0.125041(0.125041)
308 0.126447(0.126447)
309 0.129752(0.129752)
310 0.134701(0.134701)
311 0.140839(0.140839)
312 0.147432(0.147432)
313 0.153458(0.153458)
314 0.157755(0.157755)
315 0.159354(0.159354)
316 0.157862(0.157862)
317 0.153645(0.153645)
318 0.147666(0.147666)
319 0.1411(0.1411)
320 0.135001(0.135001)
321 0.130145(0.130145)
322 0.127041(0.127041)
323 0.126014(0.126014)
324 0.127298(0.127298)
325 0.131095(0.131095)
326 0.137595(0.137595)
327 0.146947(0.146947)
328 0.159139(0.159139)
329 0.173776(0.173776)
330 0.189772(0.189772)
331 0.205072(0.205072)
332 0.216792(0.216792)
333 0.222118(0.222118)
334 0.219705(0.219705)
335 0.210467(0.210467)
336 0.196978(0.196978)
337 0.182108(0.182108)
338 0.168023(0.168023)
339 0.155945(0.155945)
340 0.146363(0.146363)
341 0.139328(0.139328)
342 0.134682(0.134682)
343 0.132177(0.132177)
344 0.131524(0.131524)
345 0.132404(0.132404)
346 0.134446(0.134446)
347 0.137212(0.137212)
348 0.140202(0.140202)
349 0.142886(0.142886)
350 0.144786(0.144786)
351 0.145574(0.145574)
352 0.145146(0.145146)
353 0.143643(0.143643)
354 0.141393(0.141393)
355 0.138812(0.138812)
356 0.136309(0.136309)
357 0.134219(0.134219)
358 0.132773(0.132773)
359 0.132091(0.132091)
