0 0.132192(0.132192)
1 0.132995(0.132995)
2 0.134336(0.134336)
3 0.135973(0.135973)
4 0.137614(0.137614)
5 0.138953(0.138953)
6 0.139728(0.139728)
7 0.139773(0.139773)
8 0.139061(0.139061)
9 0.137708(0.137708)
10 0.13594(0.13594)
11 0.134039(0.134039)
12 0.132288(0.132288)
13 0.13092(0.13092)
14 0.130096(0.130096)
15 0.129892(0.129892)
16 0.130294(0.130294)
17 0.131201(0.131201)
18 0.132434(0.132434)
19 0.133751(0.133751)
20 0.134886(0.134886)
21 0.135602(0.135602)
22 0.135744(0.135744)
23 0.135294(0.135294)
24 0.134387(0.134387)
25 0.133288(0.133288)
26 0.132347(0.132347)
27 0.131949(0.131949)
28 0.13247(0.13247)
29 0.134261(0.134261)
30 0.137635(0.137635)
31 0.142863(0.142863)
32 0.150154(0.150154)
33 0.159589(0.159589)
34 0.171009(0.171009)
35 0.183831(0.183831)
36 0.196851(0.196851)
37 0.208171(0.208171)
38 0.215513(0.215513)
39 0.217002(0.217002)
40 0.212092(0.212092)
41 0.20188(0.20188)
42 0.188533(0.188533)
43 0.174326(0.174326)
44 0.160981(0.160981)
45 0.149498(0.149498)
46 0.140314(0.140314)
47 0.133513(0.133513)
48 0.129008(0.129008)
49 0.126641(0.126641)
50 0.12623(0.12623)
51 0.127571(0.127571)
52 0.130422(0.130422)
53 0.13446(0.13446)
54 0.13924(0.13924)
55 0.144179(0.144179)
56 0.148584(0.148584)
57 0.151766(0.151766)
58 0.153205(0.153205)
59 0.152717(0.152717)
60 0.150512(0.150512)
61 0.147121(0.147121)
62 0.143231(0.143231)
63 0.139514(0.139514)
64 0.136529(0.136529)
65 0.134684(0.134684)
66 0.134244(0.134244)
67 0.135352(0.135352)
68 0.138031(0.138031)
69 0.142164(0.142164)
70 0.147445(0.147445)
71 0.153308(0.153308)
72 0.158903(0.158903)
73 0.16317(0.16317)
74 0.165083(0.165083)
75 0.164027(0.164027)
76 0.160079(0.160079)
77 0.154011(0.154011)
78 0.14699(0.14699)
79 0.140204(0.140204)
80 0.134625(0.134625)
81 0.130963(0.130963)
82 0.129744(0.129744)
83 0.131431(0.131431)
84 0.136552(0.136551)
85 0.1458(0.1458)
86 0.160113(0.160113)
87 0.18064(0.18064)
88 0.208449(0.208449)
89 0.243548(0.243548)
90 0.282746(0.282746)
91 0.317046(0.317046)
92 0.33293(0.33293)
93 0.321995(0.321995)
94 0.289671(0.289671)
95 0.249531(0.249531)
96 0.21222(0.21222)
97 0.18215(0.18215)
98 0.159793(0.159793)
99 0.144158(0.144158)
100 0.134053(0.134053)
101 0.128505(0.128505)
102 0.126827(0.126827)
103 0.128554(0.128554)
104 0.133327(0.133327)
105 0.140712(0.140712)
106 0.149982(0.149982)
107 0.159869(0.159869)
108 0.168497(0.168497)
109 0.173745(0.173745)
110 0.174101(0.174101)
111 0.169491(0.169491)
112 0.161312(0.161312)
113 0.151645(0.151645)
114 0.142378(0.142378)
115 0.134801(0.134801)
116 0.129646(0.129646)
117 0.12731(0.12731)
118 0.128061(0.128061)
119 0.132195(0.132195)
120 0.140113(0.140113)
121 0.152334(0.152334)
122 0.169386(0.169386)
123 0.191468(0.191468)
124 0.217712(0.217712)
125 0.245063(0.245063)
126 0.267572(0.267572)
127 0.278041(0.278041)
128 0.272548(0.272548)
129 0.253652(0.253652)
130 0.228137(0.228137)
131 0.202327(0.202327)
132 0.179838(0.179838)
133 0.16193(0.16193)
134 0.148596(0.148596)
135 0.139358(0.139358)
136 0.133659(0.133659)
137 0.131011(0.131011)
138 0.131013(0.131012)
139 0.133315(0.133315)
140 0.137557(0.137557)
141 0.14328(0.14328)
142 0.149855(0.149855)
143 0.156443(0.156443)
144 0.16206(0.16206)
145 0.16576(0.16576)
146 0.166907(0.166907)
147 0.165385(0.165385)
148 0.16162(0.16162)
149 0.156391(0.156391)
150 0.150567(0.150567)
151 0.144895(0.144895)
152 0.139909(0.139909)
153 0.135928(0.135928)
154 0.133094(0.133094)
155 0.13142(0.13142)
156 0.130823(0.130823)
157 0.131145(0.131145)
158 0.132166(0.132166)
159 0.133606(0.133606)
160 0.135147(0.135147)
161 0.136464(0.136464)
162 0.137272(0.137272)
163 0.137381(0.137381)
164 0.136739(0.136739)
165 0.135441(0.135441)
166 0.133711(0.133711)
167 0.131851(0.131851)
168 0.13019(0.13019)
169 0.129035(0.129035)
170 0.128652(0.128652)
171 0.129251(0.129251)
172 0.130982(0.130982)
173 0.13393(0.13393)
174 0.138098(0.138098)
175 0.143373(0.143373)
176 0.149488(0.149488)
177 0.155967(0.155967)
178 0.162121(0.162121)
179 0.1671(0.1671)
180 0.170067(0.170067)
181 0.170439(0.170439)
182 0.168102(0.168102)
183 0.163462(0.163462)
184 0.157295(0.157295)
185 0.150498(0.150498)
186 0.143871(0.143871)
187 0.138006(0.138006)
188 0.13327(0.13327)
189 0.129844(0.129844)
190 0.12777(0.12777)
191 0.126989(0.126989)
192 0.12736(0.12736)
193 0.128663(0.128663)
194 0.130603(0.130603)
195 0.132814(0.132814)
196 0.134889(0.134889)
197 0.136439(0.136439)
198 0.137164(0.137164)
199 0.136929(0.136929)
200 0.135791(0.135791)
201 0.133977(0.133977)
202 0.131818(0.131818)
203 0.129665(0.129665)
204 0.127825(0.127825)
205 0.126521(0.126521)
206 0.125878(0.125878)
207 0.125919(0.125919)
208 0.126569(0.126569)
209 0.127664(0.127664)
210 0.128964(0.128964)
211 0.130181(0.130181)
212 0.13103(0.13103)
213 0.131292(0.131292)
214 0.130872(0.130872)
215 0.129833(0.129833)
216 0.12839(0.12839)
217 0.12687(0.12687)
218 0.125646(0.125646)
219 0.125091(0.125091)
