125 0.245427(0.245427)
126 0.267371(0.267371)
127 0.277234(0.277234)
128 0.271339(0.271339)
129 0.252367(0.252367)
130 0.227018(0.227018)
131 0.201469(0.201469)
132 0.179233(0.179233)
133 0.161535(0.161535)
134 0.148364(0.148364)
135 0.139252(0.139252)
136 0.133653(0.133653)
137 0.131089(0.131089)
138 0.131165(0.131165)
139 0.133539(0.133539)
140 0.13785(0.13785)
141 0.143639(0.143639)
142 0.150272(0.150272)
143 0.156902(0.156902)
144 0.162534(0.162534)
145 0.166213(0.166213)
146 0.1673(0.1673)
147 0.165687(0.165687)
148 0.161813(0.161813)
149 0.156473(0.156473)
150 0.150546(0.150546)
151 0.144786(0.144786)
152 0.139729(0.139729)
153 0.135693(0.135693)
154 0.132817(0.132817)
155 0.131114(0.131114)
156 0.130498(0.130498)
157 0.130811(0.130811)
158 0.131831(0.131831)
159 0.133276(0.133276)
160 0.134826(0.134826)
161 0.136154(0.136154)
162 0.136971(0.136971)
163 0.137085(0.137085)
164 0.136443(0.136443)
165 0.135142(0.135142)
166 0.133411(0.133411)
167 0.131554(0.131554)
168 0.129905(0.129905)
169 0.128776(0.128776)
170 0.128435(0.128435)
171 0.129095(0.129095)
172 0.130908(0.130908)
173 0.13396(0.13396)
174 0.138252(0.138252)
175 0.143668(0.143668)
176 0.149925(0.149925)
177 0.156528(0.156528)
178 0.162759(0.162759)
179 0.167736(0.167736)
180 0.170602(0.170602)
181 0.170781(0.170781)
182 0.168197(0.168197)
183 0.163306(0.163306)
184 0.156932(0.156932)
185 0.150002(0.150002)
186 0.143324(0.143324)
187 0.137482(0.137482)
188 0.132833(0.132833)
189 0.129543(0.129543)
190 0.127645(0.127645)
191 0.12707(0.12707)
192 0.127665(0.127665)
193 0.129198(0.129198)
194 0.131354(0.131354)
195 0.133742(0.133742)
196 0.135928(0.135928)
197 0.1375(0.1375)
198 0.138152(0.138152)
199 0.13776(0.13776)
200 0.136409(0.136409)
201 0.134366(0.134366)
202 0.131995(0.131995)
203 0.129675(0.129675)
204 0.127726(0.127726)
205 0.126376(0.126376)
206 0.125748(0.125748)
207 0.125858(0.125858)
208 0.12662(0.12662)
209 0.127856(0.127856)
210 0.129305(0.129305)
211 0.130659(0.130659)
212 0.131607(0.131607)
213 0.131914(0.131914)
214 0.131474(0.131474)
215 0.130359(0.130359)
216 0.1288(0.1288)
217 0.127146(0.127146)
218 0.125794(0.125794)
219 0.125133(0.125133)
220 0.125519(0.125519)
221 0.127256(0.127256)
222 0.1306(0.1306)
223 0.135748(0.135748)
224 0.142802(0.142802)
225 0.151698(0.151698)
226 0.162075(0.162075)
227 0.173116(0.173116)
228 0.183451(0.183451)
229 0.19129(0.19129)
230 0.194935(0.194935)
231 0.193531(0.193531)
232 0.187533(0.187533)
233 0.178494(0.178494)
234 0.168361(0.168361)
235 0.158825(0.158825)
236 0.151054(0.151054)
237 0.145747(0.145747)
238 0.143304(0.143304)
239 0.144(0.144)
240 0.148099(0.148099)
241 0.1559(0.1559)
242 0.167679(0.167679)
243 0.183497(0.183497)
244 0.202752(0.202752)
245 0.223488(0.223488)
246 0.241815(0.241815)
247 0.252462(0.252462)
248 0.251326(0.251326)
249 0.238425(0.238425)
250 0.217937(0.217937)
251 0.195232(0.195232)
252 0.174243(0.174243)
253 0.156875(0.156875)
254 0.143622(0.143622)
255 0.134298(0.134298)
256 0.128494(0.128494)
257 0.125785(0.125785)
258 0.125784(0.125784)
259 0.128107(0.128107)
260 0.132297(0.132297)
261 0.137712(0.137712)
262 0.143456(0.143456)
263 0.148405(0.148405)
264 0.151425(0.151425)
265 0.151757(0.151757)
266 0.149331(0.149331)
267 0.144798(0.144798)
268 0.139225(0.139225)
269 0.133714(0.133714)
270 0.129146(0.129146)
271 0.126123(0.126123)
272 0.125016(0.125016)
273 0.126045(0.126045)
274 0.129331(0.129331)
275 0.134898(0.134898)
276 0.142615(0.142615)
277 0.152063(0.152063)
278 0.162375(0.162375)
279 0.172135(0.172135)
280 0.179527(0.179527)
281 0.182886(0.182886)
282 0.181446(0.181446)
283 0.175738(0.175738)
284 0.1673(0.1673)
285 0.157946(0.157946)
286 0.149177(0.149177)
287 0.141969(0.141969)
288 0.13684(0.13684)
289 0.134006(0.134006)
290 0.133516(0.133516)
291 0.135317(0.135317)
292 0.139263(0.139263)
293 0.145058(0.145058)
294 0.152159(0.152159)
295 0.159677(0.159677)
296 0.166365(0.166365)
297 0.170817(0.170817)
298 0.171896(0.171896)
299 0.169228(0.169228)
300 0.163372(0.163372)
301 0.155561(0.155561)
302 0.147185(0.147185)
303 0.139398(0.139398)
304 0.132973(0.132973)
305 0.128334(0.128334)
306 0.125674(0.125674)
307 0.125037(0.125037)
308 0.12638(0.12638)
309 0.129571(0.129571)
310 0.134352(0.134352)
311 0.140266(0.140266)
312 0.146593(0.146593)
313 0.152341(0.152341)
314 0.156401(0.156401)
315 0.15786(0.15786)
316 0.156361(0.156361)
317 0.152265(0.152265)
318 0.146497(0.146497)
319 0.140185(0.140185)
320 0.134342(0.134342)
321 0.129725(0.129725)
322 0.126836(0.126836)
323 0.126008(0.126008)
324 0.127483(0.127483)
325 0.131476(0.131476)
326 0.138195(0.138195)
327 0.147801(0.147801)
328 0.160295(0.160295)
329 0.175287(0.175287)
330 0.191664(0.191664)
331 0.20731(0.20731)
332 0.219242(0.219242)
333 0.224554(0.224554)
334 0.221884(0.221884)
335 0.212228(0.212228)
336 0.198283(0.198283)
337 0.183011(0.183011)
338 0.168621(0.168621)
339 0.156336(0.156336)
340 0.14663(0.14663)
341 0.13954(0.13954)
342 0.134894(0.134894)
343 0.132435(0.132435)
344 0.131872(0.131872)
345 0.13288(0.13288)
346 0.135081(0.135081)
347 0.138024(0.138024)
348 0.141187(0.141187)
349 0.144012(0.144012)
350 0.145988(0.145988)
351 0.146765(0.146765)
352 0.146233(0.146233)
353 0.144547(0.144547)
354 0.142061(0.142061)
355 0.139224(0.139224)
356 0.136476(0.136476)
357 0.13417(0.13417)
358 0.13255(0.13255)
359 0.131744(0.131744)
