316 0.15236(0.15236)
317 0.14851(0.14851)
318 0.143248(0.143248)
319 0.137595(0.137595)
320 0.132473(0.132473)
321 0.128583(0.128583)
322 0.126409(0.126409)
323 0.126293(0.126293)
324 0.128503(0.128503)
325 0.133287(0.133287)
326 0.140882(0.140882)
327 0.151467(0.151467)
328 0.165016(0.165016)
329 0.181028(0.181028)
330 0.198154(0.198154)
331 0.213926(0.213926)
332 0.225051(0.225051)
333 0.228627(0.228627)
334 0.223747(0.223747)
335 0.212052(0.212052)
336 0.196677(0.196677)
337 0.180668(0.180668)
338 0.166088(0.166088)
339 0.153967(0.153967)
340 0.144623(0.144623)
341 0.137996(0.137996)
342 0.13386(0.13386)
343 0.131928(0.131928)
344 0.131888(0.131888)
345 0.13339(0.13339)
346 0.136021(0.136021)
347 0.139285(0.139285)
348 0.142606(0.142606)
349 0.145381(0.145381)
350 0.147092(0.147092)
351 0.147422(0.147422)
352 0.146343(0.146343)
353 0.144106(0.144106)
354 0.14115(0.14115)
355 0.137977(0.137977)
356 0.135043(0.135043)
357 0.132694(0.132694)
358 0.131148(0.131148)
359 0.130505(0.130505)
