0 0.130955(0.130955)
1 0.132081(0.132081)
2 0.133716(0.133716)
3 0.135579(0.135579)
4 0.137341(0.137341)
5 0.138675(0.138675)
6 0.139322(0.139322)
7 0.139149(0.139149)
8 0.138184(0.138184)
9 0.136608(0.136608)
10 0.134705(0.134705)
11 0.132796(0.132796)
12 0.131183(0.131183)
13 0.130101(0.130101)
14 0.129701(0.129701)
15 0.130037(0.130037)
16 0.131066(0.131066)
17 0.132643(0.132643)
18 0.134531(0.134531)
19 0.136415(0.136415)
20 0.137952(0.137952)
21 0.13884(0.13884)
22 0.138896(0.138896)
23 0.138117(0.138117)
24 0.1367(0.1367)
25 0.134997(0.134997)
26 0.133445(0.133445)
27 0.132503(0.132503)
28 0.132596(0.132596)
29 0.134107(0.134107)
30 0.137376(0.137376)
31 0.1427(0.1427)
32 0.150316(0.150316)
33 0.160345(0.160345)
34 0.172655(0.172655)
35 0.186646(0.186646)
36 0.200995(0.200995)
37 0.213539(0.213539)
38 0.221622(0.221622)
39 0.22307(0.22307)
40 0.217323(0.217323)
41 0.205784(0.205784)
42 0.191033(0.191033)
43 0.175646(0.175646)
44 0.161456(0.161456)
45 0.149454(0.149454)
46 0.140011(0.140011)
47 0.133145(0.133144)
48 0.128712(0.128712)
49 0.126518(0.126518)
50 0.126353(0.126353)
51 0.127995(0.127995)
52 0.131177(0.131177)
53 0.135545(0.135545)
54 0.140615(0.140615)
55 0.145748(0.145748)
56 0.150204(0.150204)
57 0.153266(0.153266)
58 0.154431(0.154431)
59 0.153573(0.153573)
60 0.150985(0.150985)
61 0.147271(0.147271)
62 0.14316(0.14316)
63 0.139336(0.139336)
64 0.136346(0.136346)
65 0.134573(0.134573)
66 0.134259(0.134259)
67 0.135524(0.135524)
68 0.138367(0.138367)
69 0.142649(0.142649)
70 0.148032(0.148032)
71 0.153924(0.153924)
72 0.159451(0.159451)
73 0.163556(0.163556)
74 0.165253(0.165253)
75 0.163995(0.163995)
76 0.159931(0.159931)
77 0.153873(0.153873)
78 0.146983(0.146983)
79 0.14042(0.14042)
80 0.135124(0.135124)
81 0.131782(0.131782)
82 0.130913(0.130913)
83 0.132988(0.132988)
84 0.138552(0.138552)
85 0.148323(0.148323)
86 0.163265(0.163265)
87 0.184543(0.184543)
88 0.213192(0.213192)
89 0.249067(0.249067)
90 0.288627(0.288627)
91 0.322399(0.322399)
92 0.336783(0.336783)
93 0.32408(0.32408)
94 0.290555(0.290555)
95 0.249925(0.249925)
96 0.212532(0.212532)
97 0.182517(0.182517)
98 0.160227(0.160227)
99 0.144634(0.144634)
100 0.134539(0.134539)
101 0.12897(0.12897)
102 0.127244(0.127244)
103 0.128895(0.128895)
104 0.133563(0.133563)
105 0.140823(0.140823)
106 0.149963(0.149963)
107 0.159757(0.159757)
108 0.168385(0.168385)
109 0.173768(0.173768)
110 0.174385(0.174385)
111 0.170079(0.170079)
112 0.162149(0.162149)
113 0.152612(0.152612)
114 0.143348(0.143348)
115 0.135667(0.135667)
116 0.130327(0.130327)
117 0.127735(0.127735)
118 0.128162(0.128162)
